vjdbv1.0_field_index	vjdbv1.0_field_id	vjdbv1.0_name	vjdbv1.0_description	vjdbv1.0_fields_type	vjdbv1.0_privacy	vjdbv0.2__field_id	vjdbv0.1_field_id	ena_field_id	rki_field_id	migs-vi_field_id	migs-uvig_field_id	env-o_field_id	ncbi_virus_n_nucleotide_field_id	bv-brc_b_field_name	ena_erc32_field_name	ena_erc33_field_name	img/vr_field_name	phd_field_name	phispy_field_name	gtdb_field_name	ena_submission_object_object_name	vjbd_submission_object_object_name	vjdbv1.0_group1	vjdbv1.0_group2	vjdbv1.0_group3	vjdbv1.0_tags	vjdbv1.0_input_source	vjdbv1.0_notes	vjdbv1.0_changes	vjdbv0.2_previous_changes	ncbi_virus_n_field_name	ncbi_virus_n_field_description	ncbi_virus_n_type	ncbi_virus_n_curation_notes	bv-brc_b_category	bv-brc_b_schema_category	bv-brc_b_field_id	bv-brc_b_field_type	bv-brc_b_type	bv-brc_b_curation_notes	ena_erc32_field_description	ena_erc32_controlled_vocabulary	ena_erc32_field_type	ena_erc33_field_description	ena_erc33_controlled_vocabulary	ena_erc33_field_type	ena_submission_requiredness	vjdb_submission_requiredness	vjdb_example	vjdb_validation_rules	ena_submission_fieldtype	ena_submission_validation	ictv40_i_field_name	vjdbv1.0_index	vjdbv1.0_search_method	vjdbv1.0_default_search
0dp	virus_id	Virus ID	Unique ID given by the investigator as strain might not be unique.	keyword	internal	virus_id	wetlab_id?	virus identifier	SEQUENCE. SEQUENCING_ LAB_SAMPLE_ID maybe						virus identifier	virus identifier					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA"", ""RKI"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure	keep internally	Not in VJDB, Completly new due to byCovid											(Recommended) Unique laboratory identifier assigned to the virus by the investigator. strain name is not sufficient since it might not be unique due to various passsages of the same virus. format: up to 50 alphanumeric characters			(Recommended) Unique laboratory identifier assigned to the virus by the investigator. strain name is not sufficient since it might not be unique due to various passsages of the same virus. format: up to 50 alphanumeric characters		TEXT_FIELD	recommended	recommended			text	unique		metadata	exact	
0dq	antiviral_treatment	Antiviral Treatment	Antiviral treatment used for this subject, such as zanamavir oseltamivir, amantadine.	keyword	internal										antiviral treatment						ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Antiviral treatment used for this subject, such as zanamavir oseltamivir, amantadine. example: rimantadine						optional	optional	rimantadine; amantadine	Free text	text	freetext		metadata	full fuzzy	
0dr	antiviral_treatment_dosage	Antiviral Treatment Dosage	Dosage of the treatment taken by the subject. example: 0.05 mg.	float	internal										antiviral treatment dosage						ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Dosage of the treatment taken by the subject. example: 0.05 mg						optional	optional	0.05 mg	Decimal number value followed by an empty space and the unit(!)	text	freetext		metadata	full	
0ds	antiviral_treatment_duration	Antiviral Treatment Duration	Duration of antiviral treatment after onset of clinical symptoms in days.example: 5.	integer	internal										antiviral treatment duration						ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Duration of antiviral treatment after onset of clinical symptoms in days.example: 5						optional	optional	5	Decimal number value(!)	text	unique		metadata	range	
0dt	antiviral_treatment_initiation	Antiviral Treatment Initiation	Initiation of antiviral treatment after onset of clinical symptoms in days. example: 2.5.	integer	internal										antiviral treatment initiation						ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Initiation of antiviral treatment after onset of clinical symptoms in days. example: 2.5						optional	optional	2.5	Decimalnumber value(!)	text	unique		metadata	range	
0dw	gravidity	Gravidity	Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.	date	internal										gravidity	gravidity					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.			(Optional) Whether or not the subject is gravid. if so, report date due or date post-conception and specify which of these two dates is being reported.		TEXT_FIELD	optional	optional	no: yes, post-conception date 2020-05-07	yes/no, if yes provide post conception date or date due with carification which one it is(!)	text	freetext		metadata	no 	
0dx	hospitalisation	Hospitalisation	Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?	keyword	internal										hospitalisation	hospitalisation					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?			(Optional) Was the subject confined to a hospital as a result of virus infection or problems occurring secondary to virus infection?		TEXT_CHOICE_FIELD	optional	optional	yes; no	Defined list of values, provided by the ENA	combo	controlled_vocabulary		metadata	no 	
0dy	host_description	Host Description	Other descriptive information relating to the host.	text	internal										host description	host description					ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		no example needed													(Optional) Other descriptive information relating to the host.			(Optional) Other descriptive information relating to the host.		TEXT_FIELD	optional	optional		Free text	textarea	freetext		metadata	no 	
0dz	illness_duration	Illness Duration	The number of days the illness lasted. example: 4	integer	internal										illness duration	illness duration					ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) The number of days the illness lasted. example: 4			(Optional) The number of days the illness lasted. example: 4		TEXT_FIELD	optional	optional	4	Whole number value	text	unique		metadata	no 	
0ea	illness_onset_date	Illness Onset Date	Date the subject showed an onset of symptoms. format: yyyy-mm-dd. example: 2011-10-20	date	internal										illness onset date						ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Date the subject showed an onset of symptoms. format: yyyy-mm-dd. example: 2011-10-20						optional	optional	2011-10-20	YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct(!)	date	freetext		metadata	no 	
0eb	illness_symptoms	Illness Symptoms	The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.	keyword	internal										illness symptoms	illness symptoms					ENA Sample	VJDB Sample	Host	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.			(Optional) The symptoms that have been reported in relation to the illness, such as cough, diarrhea, fever, headache, malaise, myalgia, nausea, runny_nose, shortness_of_breath, sore_throat. if multiple exposures are applicable, please state them separated by semicolon.		TEXT_AREA_FIELD	optional	optional	fever; headache; malaise; myalgia; nausea; runny_nose	Free text, symptoms seperated by semicolon	text	freetext		metadata	no 	
0ec	influenza_strain_unique_number	Influenza Strain Unique Number	Unique number of the strain which is reported as a part of the influenza strain name, such as a/chicken/fujian/411/2002(hxn1). format: integer number, example: 411	integer	internal										influenza strain unique number						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Unique number of the strain which is reported as a part of the influenza strain name, such as a/chicken/fujian/411/2002(hxn1). format: integer number, example: 411						optional	optional	411	Whole number value	text	unique		metadata	no 	
0ed	influenza_vaccination_date	Influenza Vaccination Date	Date that the influenza vaccination was administered to the subject over the past year. format: yyyy-mm-dd. example: 2007-05-12	date	internal										influenza vaccination date						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Date that the influenza vaccination was administered to the subject over the past year. format: yyyy-mm-dd. example: 2007-05-12						optional	optional	2007-05-12	YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct(!)	date	freetext		metadata	no 	
0ee	influenza_vaccination_type	Influenza Vaccination Type	Influenza vaccinations that have been administered to the subject over the last year. example: 2009 h1n1 flumist	keyword	internal										influenza vaccination type						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Influenza vaccinations that have been administered to the subject over the last year. example: 2009 h1n1 flumist						optional	optional	2009 h1n1 flumist	Free text	text	freetext		metadata	no 	
0ef	influenza_like_illness_at_the_time_of_sample_collection	Influenza-like Illness at the Time of Sample Collection	Is the subject at the time of sample collection considered to have influenza like illness?	date	internal										influenza-like illness at the time of sample collection						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Is the subject at the time of sample collection considered to have influenza like illness?						optional	optional	yes; no	Defined list of values, provided by the ENA	text	freetext		metadata	no 	
0eg	inoculation_dose	Inoculation Dose	Dose used for the inoculoation experiment.	keyword	internal										inoculation dose						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Dose used for the inoculoation experiment.						optional	optional		Free text	text	freetext		metadata	no 	
0eh	inoculation_route	Inoculation Route	Brief description of the protocol inoculation route.	text	internal										inoculation route						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Brief description of the protocol inoculation route.						optional	optional		Free text	text	freetext		metadata	no 	
0ei	inoculation_stock_availability	Inoculation Stock Availability	Is the virus stock used for the inoculation available?	keyword	internal										inoculation stock availability						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Is the virus stock used for the inoculation available?						optional	optional		Free text	combo	controlled_vocabulary		metadata	no 	
0ej	lineage_swl_required_for_h1n1_viruses	Lineage: SWL (Required for H1N1 Viruses)	Does the h1n1 influenza virus originate from a swine-like outbreak (as opposed to a seasonal flu)?	keyword	internal										lineage:swl (required for H1N1 viruses)						ENA Sample	VJDB Sample	Analysis	Clinical 		"[""ENA ERC32"", ""Analysis"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Does the h1n1 influenza virus originate from a swine-like outbreak (as opposed to a seasonal flu)?						optional	optional		Free text	combo	controlled_vocabulary		metadata	no 	
0ek	meaning_of_cut_off_value	Meaning of Cut Off Value	Description helping to explain what the cut off value means.	text	internal										meaning of cut off value						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		no example needed													(Optional) Description helping to explain what the cut off value means.						optional	optional		Free text	text	freetext		metadata	no 	
0el	number_of_inoculated_individuals	Number of Inoculated Individuals	Number of host individuals inoculated for the experiment.	integer	internal										number of inoculated individuals						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Number of host individuals inoculated for the experiment.						optional	optional	5	Whole number value	text	unique		metadata	no 	
0em	personal_protective_equipment	Personal Protective Equipment	Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask	text	internal										personal protective equipment	personal protective equipment					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask			(Optional) Use of personal protective equipment, such as gloves, gowns, during any type of exposure. example: mask		TEXT_FIELD	optional	optional	mask	Free text, multiple values seperated by semicolon	text	unique		metadata	no 	
0en	sample_capture_status	Sample Capture Status	Reason for the sample collection.	keyword	internal										sample capture status	sample capture status					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Recommended) Reason for the sample collection.			(Recommended) Reason for the sample collection.		TEXT_CHOICE_FIELD	recommended	recommended	active surveillance in response to outbreak; market sample	Defined list of values, provided by the ENA	combo	controlled_vocabulary		metadata	no 	
0eo	sample_storage_conditions	Sample Storage Conditions	Conditions at which sample was stored, usually storage temperature, duration and location. in soil context: explain how and for how long the soil sample was stored before dna extraction (fresh/frozen/other).	integer	internal										sample storage conditions	sample storage conditions					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Conditions at which sample was stored, usually storage temperature, duration and location. in soil context: explain how and for how long the soil sample was stored before dna extraction (fresh/frozen/other).			(Optional) Conditions at which sample was stored, usually storage temperature, duration and location		TEXT_FIELD	optional	optional		Free text	text	freetext		metadata	no 	
0ep	sample_description	Sample Description	Free-form text describing the sample, its origin, and its method of isolation.	text	internal										sample_description	sample_description					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		no example needed													(Optional) Free-form text describing the sample, its origin, and its method of isolation.			(Optional) Free-form text describing the sample, its origin, and its method of isolation.		TEXT_AREA_FIELD	optional	optional		Free text	textarea	freetext		metadata	no 	
0eq	source_of_vaccination_information	Source of Vaccination Information	Designation of information related to vaccination history as self reported or documented.	keyword	internal										source of vaccination information						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Designation of information related to vaccination history as self reported or documented.						optional	optional	decoumented; self reported	Defined list of values, provided by the ENA	combo	controlled_vocabulary		metadata	no 	
0es	study_description	Study Description	Briefly describes the goals, purpose, and scope of the study.  this need not be listed if it can be inherited from a referenced publication.	text	internal										study_abstract	study_abstract					ENA Study	VJDB Study	Organizational	Study		"[""ENA ERC32"", ""ENA ERC33"", ""Organizational"", ""ENA Study"", ""VJDB Study"", ""Study""]"		no example needed													(Optional) Briefly describes the goals, purpose, and scope of the study. this need not be listed if it can be inherited from a referenced publication.			(Optional) Briefly describes the goals, purpose, and scope of the study. this need not be listed if it can be inherited from a referenced publication.		TEXT_AREA_FIELD	optional	mandatory		Free text	textarea	freetext		metadata	no 	
0et	subject_exposure	Subject Exposure	Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. If multiple exposures are applicable, these are separated by semicolon. Example: poultry;wild bird	text	internal										subject exposure	subject exposure					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. if multiple exposures are applicable, please state them separated by semicolon. example: poultry; wild bird			(Optional) Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. if multiple exposures are applicable, please state them separated by semicolon. example: poultry; wild bird		TEXT_FIELD	optional	optional	poultry; wild  bird	Free text, multiple values seperated by semicolon	text	unique		metadata	no 	
0eu	subject_exposure_duration	Subject Exposure Duration	Duration of the exposure of the subject to an infected human or animal. If multiple exposures are applicable, their duration is stated in the same order in which the exposure in the field was reported: 'subject exposure'. Example: 1 day; 0.33 days (Units: year)	integer	internal										subject exposure duration	subject exposure duration					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Duration of the exposure of the subject to an infected human or animal. if multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. example: 1 day; 0.33 days (Units: year)			(Optional) Duration of the exposure of the subject to an infected human or animal. if multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. example: 1 day; 0.33 days		TEXT_FIELD	optional	optional	1 day; 0.33 days 	Decimal number value followed by an empty space and the unit(!). If there are multiple values in Subject Exposure field add equally may fields here in the same order as Subject Exposure(!)	text	unique		metadata	no 	
0ev	study_title	Study Title	Clear and useful title of the study/project, e.g. a title usable for a publication or the purpose of the project and its timeframe.	text	internal										title	title					ENA Study	VJDB Study	Organizational	Study		"[""ENA ERC32"", ""ENA ERC33"", ""Organizational"", ""ENA Study"", ""VJDB Study"", ""Study""]"		no example needed													(Mandatory) Title of the study as would be used in a publication.			(Mandatory) Title of the study as would be used in a publication.		TEXT_FIELD	mandatory	mandatory		Free text	text	freetext		metadata	no 	
0ew	experiment_title	Experiment Title	Clear and useful title to identify the sequencing experiment. This title will not be submitted to the ENA on submission.	text	internal										title	title					ENA Experiment	VJDB Experiment	Organizational	Study		"[""ENA ERC32"", ""ENA ERC33"", ""Organizational"", ""ENA Experiment"", ""VJDB Experiment"", ""Study""]"		no example needed													(Mandatory) Short text that can be used to call out experiment records in searches or in displays. this element is technically optional but should be used for all new records.			(Optional) Short text that can be used to call out experiment records in searches or in displays. this element is technically optional but should be used for all new records.		TEXT_FIELD	mandatory	mandatory		Free text	text	freetext		metadata	no 	
0ex	sample_title	Sample Title	Clear and useful title to identify the sample the sequence originates from was collected/sampled. This title will not be submitted to the ENA on submission.	text	internal										title	title					ENA Sample	VJDB Sample	Organizational	Study		"[""ENA ERC32"", ""ENA ERC33"", ""Organizational"", ""ENA Sample"", ""VJDB Sample"", ""Study""]"		no example needed													(Mandatory) Short text that can be used to call out sample records in search results or in displays.			(Mandatory) Short text that can be used to call out sample records in search results or in displays.		TEXT_FIELD	mandatory	mandatory		Free text	text	freetext		metadata	no 	
0ey	type_exposure	Type Exposure	Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation	text	internal										type exposure	type exposure					ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation			(Optional) Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation		TEXT_FIELD	optional	optional	backyard flock; confined animal feeding operation	Free text, multiple values seperated by semicolon. If there are multiple values in Subject Exposure field add equally may fields here in the same order as Subject Exposure(!)	text	unique		metadata	no 	
0ez	vaccine_dosage	Vaccine Dosage	Dosage of the vaccine taken by the host. example: 0.05 ml	float	internal										vaccine dosage						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Dosage of the vaccine taken by the subject. example: 0.05 ml						optional	optional	0.05 ml	Decimal number value followed by an empty space and the unit(!)	text	freetext		metadata	no 	
0fa	vaccine_lot_number	Vaccine Lot Number	Lot number of the vaccine.	integer	internal										vaccine lot number						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Lot number of the vaccine.						optional	optional		Free text	text	freetext		metadata	no 	
0fb	vaccine_manufacturer	Vaccine Manufacturer	Manufacturer of the vaccine.	keyword	internal										vaccine manufacturer						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"		not sure													(Optional) Manufacturer of the vaccine.						optional	optional		Free text	text	freetext		metadata	no 	
0fc	who_oie_fao_clade_required_for_hpai_h5n1_viruses	WHO/OIE/FAO Clade (Required for HPAI H5N1 Viruses)	WHO/OIE/FAO clade should be included for highly pathogenic h5n1 viruses. example: 2.2	keyword	internal										WHO/OIE/FAO clade (required for HPAI H5N1 viruses)						ENA Sample	VJDB Sample	Sample	Clinical 		"[""ENA ERC32"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Clinical ""]"															(Optional) Who/oie/fao clade should be included for highly pathogenic h5n1 viruses. example: 2.2						optional	optional	2.2	Free text	text	freetext		metadata	no 	
0fd	virus_old_names	Virus Old Names	Collection of outdated names for a particular virus.	keyword	internal																		Sample	Clinical 		"[""Sample"", ""Clinical ""]"		no example needed																										metadata	no 	
0fe	sequence_byte_range	Sequence Byte Range	Byte range data of the sample in the sequence file without the header	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"		no example needed																										metadata	no 	
0ff	sequence_path	Sequence Path	The file location of the multiseq fasta file including the parent folder name 	text	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"		no example needed																										metadata	no 	
0fg	insertion_date	Insertion Date	Date of the insertion into the VirJen database	date	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"		no example needed																										metadata	no 	
0fh	update_date	Update Date	The last date the metadata was updated in the VirJen database.	date	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"																												metadata	range	
0fj	ictv_subrealm	ICTV Subrealm	A 'Subrealm' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.	keyword	internal													ictv_subrealm					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subrealm	taxonomy	exact 	
0fl	ictv_subkingdom	ICTV Subkingdom	A 'Subkingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.	keyword	internal													ictv_subkingdom					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subkingdom	taxonomy	exact 	
0fp	ictv_subclass	ICTV Subclass	A 'Subclass' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.	keyword	internal													ictv_subclass					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subclass	taxonomy	exact 	
0fy	ncbi_subrealm	NCBI Subrealm	A 'Subrealm' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.	keyword	internal													ncbi_subrealm					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"		no example needed																										metadata	exact 	
0ga	ncbi_subkingdom	NCBI Subkingdom	A 'Subkingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.	keyword	internal													ncbi_subkingdom					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"		no example needed																										metadata	exact 	
0ge	ncbi_subclass	NCBI Subclass	A 'Subclass' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.	keyword	internal													ncbi_subclass					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"		no example needed																										metadata	exact 	
0gq	host_age_normalized	Host Age Normalized	Host Ages in a uniform unit, TBD	integer	internal																		Host	Clinical 		"[""Host"", ""Clinical ""]"	VJDB	Use for sorting by host age, and relevant for plotting; not sure																										metadata	range	
0gs	lab_passaged	Lab Passaged	Indicator that sequences came from samples from a laboratory setting, and not from a wild host.	keyword	internal																		Sample	Virus Info		"[""Sample"", ""Virus Info""]"	NCBI Virus	not sure																										metadata	no 	
0gx	viralzone_page	ViralZone Page	There is one page in Viralzone associated to this Taxon ID.	keyword	internal																		Source	Flags		"[""Source"", ""Flags""]"	ViralZone																											metadata	no 	
0gz	ictv_id	ICTV ID	ICTV ID from Master_Species_List file	keyword	internal																		Source	Flags	ICTV Taxonomy	"[""Source"", ""Flags"", ""ICTV Taxonomy""]"	ICTV																										ICTV_ID	metadata	exact	
0ha	ictv_virus_name	ICTV Virus name	Commonly used virus name (or names separated by a semi-colon).	text	internal																		Taxonomy	Virus Info	ICTV Taxonomy	"[""Taxonomy"", ""Virus Info"", ""ICTV Taxonomy""]"	ICTV																										Virus name(s)	metadata	exact fuzzy	default search
0hc	taxonomy_tree_hash	Taxonomy Tree Hash	Hash ontent for the rank in the taxonomy tree.	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											metadata	no 	
0hd	current_virjen_version	Current VirJen Version	A flag that indicates if the record is the latest update in VirJenDB database	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											metadata	no 	
0he	updated_fields	Updated Fields	List of VirJenDB metadata fields and their content when they are updated in each release in compare to the previous version	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											metadata	no 	
0hh	genome_sequence	Genome Sequence	Virus genome sequence	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	NCBI Virus|BVBRC|GTDB																											sequence	no 	
0hi	genome_sequence_hash	Genome Sequence Hash	VIrus genome sequence hash SHA256	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											sequence	no 	
0hp	host_assembly_program	Host Assembly Program	The program used for host genome assembly.	keyword	internal												host_assembly_program		host_assembly_program				Host		Workflows	"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Workflows""]"	IMG/VR|PhiSpy|PhD																							Free text				metadata	exact	
0hv	phage_id	phage id	phage id internal identifier	keyword	internal												phage_id	phage_id	phage_id				Internal	Virus Info		"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Internal"", ""Virus Info""]"	VJDB	From Malte's dataset, deprecated (VirJenDB Accession as new Identifier), soon to be removed																										metadata	exact	
0hy	ictv_lineage_hash_list	ICTV Lineage Hash List 	The list of the hash for the lineage of the rank in the ICTV VMR.	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											taxonomy	exact	
0hz	parent_hash	Parent Hash	Taxonomy Table Hash ID of the Parent Rank	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											taxonomy	exact	
0ia	rank_hash	Rank Hash	Taxonomy Table Hash ID of the Rank	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	VJDB																											taxonomy	exact	
0ib	ictv_rank_name	ICTV Rank Name	ICTV Rank Name	text	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	ICTV																											taxonomy	exact	
0ic	ictv_rank_type	ICTV Rank Type	ICTV Rank Type	keyword	internal																		Internal		Workflows	"[""Internal"", ""Workflows""]"	ICTV																											taxonomy	exact	
0id	imgvr_uvig_id	IMGVR UVIG ID	IMGVR UVIG ID	keyword	internal												imgvr_uvig_id						Host	Identifier		"[""IMG/VR"", ""Host"", ""Identifier""]"	IMG/VR|PhiSpy|PhD																											metadata	no	
